"net_tfa","age","inc","educ","fsize","marr","twoearn","db","pira","hown","p401","e401"
45155,32,59658,12,2,1,1,1,0,0,1,1
14200,56,73305,18,1,0,0,1,1,1,0,1
-695,39,31608,12,1,0,0,1,0,0,0,1
51000,45,31047,12,4,1,1,1,0,0,1,1
252999,60,24114,15,1,0,0,1,1,1,1,1
167000,44,64170,12,4,1,1,0,0,1,1,1
8999,29,47178,16,2,1,1,1,0,1,0,1
-2000,43,23307,12,1,0,0,0,0,0,0,1
949,42,32727,12,2,0,0,1,0,0,0,1
-23162,32,31644,12,4,1,1,1,0,1,0,1
571,31,28359,13,3,1,1,1,0,0,1,1
-3700,37,78630,14,2,1,1,1,0,1,1,1
19400,31,26100,16,1,0,0,1,0,0,1,1
-4200,44,21120,12,3,0,0,0,0,0,0,1
157973,62,41106,12,2,1,0,0,1,1,1,1
-16200,41,40320,14,5,1,1,0,0,1,0,1
-7575,36,47658,18,3,1,1,0,1,1,1,1
1000,31,35586,12,3,1,1,0,0,1,0,1
35000,56,67212,18,2,0,0,1,0,1,0,1
-2400,35,39360,14,4,1,0,0,0,0,0,1
38650,32,47628,12,2,1,1,1,0,0,1,1
2195,51,23634,12,4,1,0,1,0,0,0,1
86300,41,59580,16,3,1,0,0,1,1,1,1
-10800,42,38316,15,3,0,0,1,0,1,0,1
34280,37,74850,12,3,1,1,1,0,0,1,1
4350,30,27753,14,1,0,0,0,0,1,1,1
25949,56,27492,12,1,0,0,0,0,1,1,1
4000,40,35190,16,4,1,0,0,0,1,0,1
10000,43,15300,11,1,0,0,0,0,0,1,1
6599,53,51018,14,3,1,0,0,1,1,0,1
4700,38,42135,12,5,1,0,0,1,1,0,1
46045,36,94245,16,4,1,1,1,1,1,1,1
26918,38,43599,12,4,1,1,0,0,1,1,1
11987,29,43533,15,2,1,1,0,0,0,1,1
81312,59,71568,12,2,1,1,0,1,1,1,1
2780,27,17850,12,6,1,0,0,0,0,1,1
-5900,29,41886,1,2,1,1,1,0,1,1,1
122448,46,29526,16,1,0,0,1,1,1,1,1
-8500,27,49200,18,1,0,0,1,0,1,1,1
-1580,41,14679,16,1,0,0,1,0,0,0,1
18000,52,44250,12,4,1,1,0,0,1,0,1
139400,40,100455,18,3,1,1,1,1,1,1,1
14060,31,48177,16,4,1,1,0,1,1,1,1
6228,52,53295,12,3,1,1,0,0,1,0,1
9249,29,39774,16,3,1,1,0,0,0,1,1
20570,43,13065,13,1,0,0,0,0,1,1,1
-1851,45,135024,12,4,1,1,1,0,1,0,1
-800,45,39717,16,3,0,0,1,0,0,0,1
9500,36,20562,12,1,0,0,0,1,1,1,1
200,31,39672,16,4,1,1,0,0,0,0,1
47500,46,35640,16,1,0,0,1,1,0,0,1
43959,45,37893,12,2,1,1,0,0,1,1,1
0,43,30000,14,1,1,0,1,0,0,0,1
47922,54,107097,16,2,1,1,1,0,1,0,1
94000,42,103050,12,4,1,1,1,0,1,1,1
-10550,32,73707,14,5,1,1,1,0,1,0,1
-350,28,17928,12,4,0,0,1,0,0,0,1
-655,37,16092,12,4,0,0,1,0,0,0,1
33500,47,43068,13,2,1,1,1,1,1,1,1
1000,51,13005,14,5,0,0,0,0,0,1,1
54860,40,65346,16,6,1,1,0,1,1,1,1
12500,37,50619,17,1,0,0,1,1,1,0,1
4400,64,22983,14,2,0,0,1,1,1,1,1
105950,54,70179,16,2,1,1,0,0,1,1,1
6405,25,51315,14,2,1,1,0,0,1,1,1
135800,46,72540,12,4,1,1,0,1,1,1,1
-8600,36,40308,17,5,1,1,0,1,1,0,1
3872,54,26301,14,2,1,0,0,0,0,1,1
400,43,25500,13,2,0,0,0,0,1,0,1
-1800,43,27354,12,3,0,0,0,0,1,1,1
66900,39,47838,18,3,0,0,0,0,1,0,1
125179,45,22953,12,1,0,0,1,1,1,1,1
12414,36,59112,12,5,1,1,1,0,1,1,1
-1425,32,24678,12,5,1,1,0,0,1,0,1
-4331,38,27693,16,1,0,0,1,0,1,1,1
-1550,35,16371,14,3,0,0,1,0,1,0,1
86872,30,51993,16,3,1,0,0,1,1,1,1
800,54,45900,15,2,1,1,1,0,1,1,1
59800,61,47100,12,2,0,0,0,0,1,1,1
-1395,47,48375,12,4,1,1,1,0,1,0,1
-3000,48,13845,12,2,0,0,0,0,1,1,1
5200,37,24000,14,3,1,0,0,0,0,1,1
-8410,25,22110,12,4,1,1,0,0,1,1,1
28080,61,48900,12,1,0,0,1,1,1,1,1
0,27,31005,12,1,0,0,1,0,0,0,1
67100,29,98100,16,3,1,0,0,1,1,1,1
-7031,48,96837,12,2,1,1,1,1,1,1,1
107000,44,44790,18,3,0,0,0,1,1,1,1
1300,26,38145,12,2,1,1,1,0,0,1,1
-700,60,70200,12,2,1,1,1,0,0,0,1
21750,62,19206,15,2,0,0,1,0,0,1,1
45418,48,45702,12,4,1,1,0,1,1,1,1
772,30,15486,14,3,0,0,1,0,0,0,1
-4675,32,62382,12,3,1,1,1,0,1,1,1
10150,61,20826,14,1,0,0,1,1,0,1,1
400,40,16374,12,2,0,0,0,0,0,0,1
358200,48,143787,18,2,1,0,0,1,1,1,1
38700,42,89253,12,5,1,1,1,0,1,0,1
62600,39,50979,12,4,1,1,0,1,1,0,1
25599,37,35916,18,1,0,0,1,0,0,1,1
15300,46,58347,12,4,1,1,1,1,1,1,1
162100,36,70878,13,4,1,1,0,1,1,0,1
-2981,29,28050,10,4,1,1,1,0,0,1,1
-7438,36,1962,14,1,0,0,0,0,0,1,1
21100,28,29970,16,2,1,0,1,1,0,0,1
14248,43,80490,14,4,1,1,0,1,1,1,1
400,47,15000,10,6,1,1,0,0,1,1,1
-450,36,17736,12,3,0,0,0,0,0,0,1
15400,41,59937,14,4,1,1,1,0,1,0,1
900,44,14592,13,2,0,0,0,0,1,1,1
3549,31,13326,15,5,1,0,0,0,1,1,1
-4500,27,14430,12,1,0,0,0,0,0,0,1
1449,33,42660,12,3,1,1,0,0,1,0,1
14000,45,48663,12,4,1,1,0,0,1,1,1
62500,61,48828,12,2,1,0,0,1,1,0,1
21299,63,59340,12,2,1,1,1,1,1,1,1
-200,34,47547,12,4,1,1,0,1,1,0,1
9900,35,40860,16,3,0,0,1,0,0,1,1
480,32,39453,12,3,1,1,1,1,1,0,1
4899,27,36201,12,5,1,1,0,0,1,1,1
44500,40,62700,17,8,1,1,1,0,0,1,1
22749,35,34854,12,2,1,1,1,0,1,1,1
46603,54,101826,12,7,1,1,0,1,1,1,1
7249,54,88689,12,3,1,1,0,1,1,1,1
4420,29,50367,12,4,1,1,0,0,1,1,1
-4384,43,34752,16,1,0,0,1,0,1,0,1
500,27,37626,17,2,1,1,0,0,1,0,1
334,44,10650,12,2,0,0,0,0,0,1,1
18000,34,33084,14,4,1,0,0,0,1,1,1
125170,31,58095,14,1,0,0,1,1,0,1,1
39036,42,29289,14,3,0,0,1,0,1,1,1
-1456,28,57360,15,2,1,1,1,0,1,0,1
2300,32,27405,13,2,0,0,1,0,1,0,1
-2667,44,38862,14,3,1,1,1,0,1,1,1
50700,42,80400,18,4,1,1,0,1,1,1,1
20150,33,25752,12,1,0,0,0,0,1,1,1
-290,30,48363,17,4,1,1,0,0,1,1,1
945,43,16866,15,1,0,0,1,0,1,0,1
-200,37,19644,14,3,0,0,1,0,1,0,1
15500,49,23670,12,5,1,0,0,0,1,1,1
36998,37,78450,12,3,1,1,0,0,1,1,1
124000,41,28350,14,4,1,1,0,1,1,1,1
106150,25,25275,16,1,0,0,0,1,0,1,1
5999,31,39126,16,3,1,1,0,0,1,0,1
17900,28,70071,16,2,1,1,0,0,0,1,1
12452,43,33954,16,5,1,0,0,1,1,1,1
1855,30,25950,13,3,1,0,0,0,0,1,1
-4569,42,51252,17,5,1,1,0,1,1,1,1
3900,31,49410,14,4,1,1,1,0,0,0,1
34900,54,85860,16,6,1,1,0,1,1,1,1
-1700,26,18378,13,4,0,0,1,0,0,0,1
2760,42,25257,16,1,0,0,0,0,0,1,1
-601,36,39450,12,5,1,1,1,0,1,1,1
6442,31,23481,14,2,0,0,1,0,0,0,1
12950,58,37068,8,2,1,0,0,0,1,0,1
259198,39,100287,18,1,0,0,1,1,0,1,1
2400,28,52248,17,4,1,1,1,0,1,1,1
6043,40,44736,14,4,1,1,0,0,1,1,1
7800,38,22011,5,5,1,0,0,0,1,1,1
-1050,31,31434,18,1,0,0,1,0,0,1,1
9000,59,102150,13,4,1,1,0,0,1,1,1
4500,30,43314,16,2,1,1,1,0,0,0,1
4339,38,28131,16,3,0,0,0,0,0,0,1
-1300,35,24924,9,3,1,0,0,0,1,1,1
62149,49,60069,12,4,1,0,0,1,1,1,1
8200,32,20640,12,1,0,0,1,0,1,1,1
-13670,55,33738,17,2,1,0,0,0,0,1,1
-3751,38,45027,14,5,1,1,0,0,1,0,1
62679,28,26646,16,1,0,0,1,0,0,1,1
2329,44,26844,12,2,1,1,1,1,1,0,1
7196,26,38604,16,2,1,1,0,1,1,1,1
3300,44,20646,12,1,0,0,1,0,0,1,1
35450,28,38889,16,1,0,0,0,1,1,1,1
5866,31,20922,16,1,0,0,1,1,0,1,1
12049,43,32712,14,4,1,1,1,0,1,1,1
9400,30,59748,16,1,0,0,1,0,0,1,1
-2950,39,37815,11,1,0,0,1,0,1,0,1
2000,36,30450,12,2,1,1,1,1,0,0,1
52400,47,92931,16,4,1,1,1,1,1,0,1
100,35,14556,15,4,0,0,1,0,0,0,1
16170,46,36525,12,2,0,0,1,0,0,1,1
9700,39,46029,10,2,1,1,0,1,1,1,1
0,60,14640,10,1,0,0,0,0,0,0,1
3500,41,40050,18,2,0,0,1,0,1,0,1
47300,53,30900,12,2,0,0,0,0,1,1,1
9000,36,59046,12,2,1,1,0,0,1,1,1
188700,55,87735,1,2,1,1,1,1,1,1,1
20084,38,33921,16,4,1,1,0,1,0,1,1
7500,35,33690,12,3,1,1,0,0,0,1,1
8500,30,20430,14,1,0,0,0,0,1,1,1
40050,32,47691,14,2,1,1,1,1,1,1,1
2312,60,14181,12,1,0,0,0,0,1,1,1
24566,38,47316,12,4,1,1,0,1,1,1,1
373556,59,43317,16,1,0,0,0,1,1,1,1
3749,27,25689,13,2,1,1,0,1,0,1,1
10150,29,36294,14,4,1,1,0,1,1,1,1
46232,38,69714,12,3,1,1,1,1,1,1,1
-5830,42,21156,12,6,1,0,0,0,1,0,1
77200,36,33312,12,2,0,0,1,0,1,1,1
2850,38,15000,12,1,0,0,1,0,1,1,1
5000,43,4605,17,5,1,0,0,0,0,1,1
41750,50,35700,18,1,0,0,1,0,0,1,1
4550,34,48501,16,4,1,1,0,1,0,1,1
2718,40,39165,13,4,1,1,0,0,1,1,1
1049,37,33489,18,1,0,0,0,1,1,0,1
47598,46,69780,12,5,1,1,0,1,1,1,1
23312,41,27111,12,4,1,1,0,0,1,1,1
-50,41,41415,12,4,1,1,0,0,1,0,1
5930,44,43914,16,2,0,0,1,0,0,1,1
12596,36,36552,12,4,1,1,0,0,1,1,1
46000,48,60000,18,1,0,0,0,1,1,1,1
-3100,46,27000,16,2,1,0,1,0,1,0,1
-6700,33,48705,12,3,1,1,0,0,0,0,1
132100,43,103080,12,3,1,0,0,0,1,1,1
18500,42,14160,12,3,1,0,0,0,0,1,1
5199,46,90300,18,3,1,1,1,0,1,0,1
785,43,26298,12,2,1,1,0,0,0,1,1
108359,53,70923,12,2,1,1,0,1,1,1,1
3750,43,28080,12,4,0,0,0,0,0,1,1
1534,51,40683,12,4,1,0,0,0,1,1,1
2750,45,44067,10,4,1,1,0,0,1,0,1
4847,33,32739,15,3,0,0,0,0,1,1,1
30800,27,73020,16,2,1,1,1,1,1,1,1
18500,35,29970,12,2,0,0,0,0,0,1,1
26800,30,59685,16,3,1,1,1,0,1,1,1
749,33,46245,12,4,1,0,0,0,1,1,1
23210,35,54963,12,4,1,1,1,0,1,1,1
-6943,34,22779,15,3,1,0,0,0,0,1,1
8000,42,65280,13,3,1,1,1,0,1,0,1
1158,54,10374,12,2,1,0,0,0,1,1,1
32754,34,74472,14,3,1,1,0,1,1,1,1
-6051,45,25353,12,1,0,0,0,0,1,1,1
21900,44,29913,12,1,0,0,1,0,0,1,1
70682,42,89520,13,5,1,1,0,0,1,1,1
-2542,34,27213,12,4,1,1,1,0,1,0,1
17600,38,99645,18,3,1,1,1,0,1,1,1
34900,46,70374,12,5,1,1,0,0,1,0,1
8420,26,22992,1,2,1,1,0,0,0,1,1
32920,32,76992,16,5,1,0,0,1,0,1,1
43500,51,57783,13,2,1,1,1,0,1,0,1
0,58,25497,15,3,0,0,1,0,0,0,1
3274,29,20175,12,2,0,0,0,0,1,1,1
-4201,28,37170,18,2,1,1,0,0,1,0,1
80850,49,71691,12,3,1,1,0,0,1,0,1
38399,43,48471,16,4,0,0,0,1,1,1,1
131844,32,39882,14,5,1,0,0,1,1,1,1
4100,41,69840,12,2,1,1,0,0,1,1,1
1018238,45,71358,18,2,0,0,1,0,1,1,1
131408,48,34290,16,2,1,0,1,1,1,1,1
1072,60,39675,12,2,1,1,0,0,1,0,1
53749,52,35424,12,3,1,0,0,0,1,0,1
45500,35,50400,17,2,1,1,0,0,1,0,1
4450,39,48054,12,3,1,1,0,0,1,0,1
95700,34,102666,16,3,1,1,1,0,1,1,1
24699,56,34803,14,2,1,1,1,1,0,1,1
-2600,64,36693,12,8,1,1,0,0,1,1,1
115000,59,69435,13,2,1,1,1,1,1,1,1
22050,37,30504,12,2,0,0,0,0,1,0,1
5299,27,26901,12,2,1,1,0,1,0,0,1
6240,43,20430,12,4,1,0,0,0,1,1,1
5600,39,61986,18,4,1,1,0,0,1,1,1
20600,44,46869,14,2,1,1,1,1,0,1,1
-6000,29,52800,15,4,1,1,0,0,1,0,1
-8950,29,29997,12,4,1,0,0,0,0,1,1
65480,42,75948,12,2,1,1,1,0,1,1,1
36983,54,73311,12,2,1,0,0,1,1,1,1
5250,30,26877,8,1,0,0,0,0,0,1,1
158,41,23454,12,1,0,0,1,0,1,0,1
-13960,27,22050,16,1,0,0,0,0,0,1,1
66674,37,35328,16,6,1,0,0,1,1,1,1
32292,32,79206,16,2,1,1,0,0,0,1,1
6320,38,40350,12,4,1,1,1,0,1,1,1
72650,45,67425,12,3,1,1,0,1,1,1,1
5162,36,36354,12,1,0,0,1,0,1,1,1
51000,46,80700,14,4,1,1,0,1,1,1,1
21900,42,44874,12,4,1,1,0,0,1,1,1
6700,52,75612,16,2,1,1,1,0,1,1,1
41725,37,83868,13,3,1,1,1,0,1,1,1
19375,44,108795,18,3,1,1,0,1,0,1,1
42150,61,16092,12,2,0,0,1,0,1,1,1
6250,45,19200,12,4,1,0,0,0,1,1,1
72475,41,91689,15,5,1,1,1,1,1,1,1
23833,34,53700,14,4,1,1,1,0,1,1,1
10475,30,42780,18,1,0,0,1,0,1,1,1
63700,41,47238,18,1,0,0,1,1,1,1,1
-2950,41,35772,15,4,1,1,0,0,1,1,1
17950,41,77457,18,4,1,1,0,0,1,1,1
35,25,9666,12,1,0,0,1,0,1,0,1
2406,25,21042,12,1,1,0,1,0,0,1,1
-6594,32,36012,18,1,0,0,0,0,0,1,1
10700,42,38091,12,4,1,1,1,0,1,1,1
43352,49,47727,12,5,1,0,0,0,1,1,1
0,30,19497,6,1,0,0,0,0,0,0,1
34908,43,31239,12,3,1,0,0,0,0,1,1
15000,33,72300,12,4,1,0,0,0,1,1,1
14500,33,79860,16,2,1,1,0,0,1,1,1
2570,31,33693,13,1,0,0,1,0,0,1,1
23152,48,77523,18,4,1,1,0,0,1,1,1
79565,35,79818,14,2,1,1,0,1,1,1,1
21419,41,44883,14,2,0,0,1,1,1,1,1
-9000,39,63690,16,1,0,0,1,0,0,0,1
53950,52,103563,18,4,1,1,0,1,1,1,1
-1900,37,23802,12,3,1,1,1,0,1,0,1
2600,58,11325,12,2,0,0,1,0,0,1,1
10275,33,61029,15,5,1,1,0,0,1,1,1
-750,28,31926,12,2,1,1,0,0,0,1,1
19600,31,36936,16,1,0,0,0,0,0,1,1
102132,53,82971,13,2,1,1,0,1,1,1,1
21810,38,45741,14,5,1,1,0,0,1,1,1
5100,44,46593,14,1,0,0,0,0,1,1,1
41119,35,75372,17,4,1,1,1,0,1,1,1
-240,27,23097,12,4,1,0,0,0,0,1,1
-6600,44,58428,12,4,1,1,1,1,1,0,1
6400,34,47928,18,3,1,0,0,1,1,0,1
65500,54,51990,13,2,1,1,0,1,1,1,1
10410,33,26943,14,2,0,0,0,0,0,0,1
-9100,39,62184,18,1,0,0,0,1,0,1,1
46850,43,43788,13,3,0,0,1,1,1,1,1
37510,47,70926,18,3,1,1,0,1,1,1,1
84228,56,29556,12,2,1,0,0,1,1,1,1
85000,34,48270,16,2,0,0,0,1,1,1,1
1560,35,16395,15,1,0,0,1,0,0,0,1
30800,63,75804,16,4,1,1,1,0,1,1,1
1049,29,23409,16,1,0,0,0,0,0,1,1
27332,52,70392,12,2,1,1,0,1,1,1,1
3000,33,41283,12,4,1,0,0,0,1,1,1
53948,43,65700,14,5,1,1,1,0,1,1,1
19679,49,58920,13,4,1,1,1,0,1,0,1
5168,50,64026,12,2,1,1,1,0,0,0,1
59400,38,29220,15,3,1,1,0,0,1,1,1
4799,62,30558,12,4,1,1,1,0,1,0,1
1574,38,33345,12,4,1,1,0,0,1,1,1
49,26,20340,14,1,0,0,1,0,0,0,1
77875,58,66987,12,2,1,1,1,1,1,1,1
7804,47,44244,12,5,1,1,0,1,0,1,1
73300,47,55107,16,4,1,1,1,1,1,1,1
-1388,34,17955,12,4,1,1,0,0,1,1,1
16700,31,29562,17,1,0,0,0,0,0,1,1
3200,41,11106,12,1,0,0,0,0,0,1,1
167000,45,101496,16,1,0,0,1,1,0,1,1
43,46,38061,13,1,0,0,0,0,0,0,1
26877,49,56877,12,3,1,1,1,1,1,0,1
398241,35,153018,16,2,1,1,0,1,1,0,1
79500,41,89952,18,4,1,1,1,1,1,1,1
4900,50,38595,14,4,1,1,0,1,1,0,1
27999,57,17484,12,3,0,0,0,0,1,1,1
-21548,27,39981,14,2,1,1,0,0,0,0,1
144498,62,50373,12,2,1,0,0,1,1,1,1
92375,57,26142,12,1,0,0,0,1,1,1,1
579,32,22383,12,4,1,1,1,0,0,1,1
264,60,20388,11,2,1,0,0,1,1,0,1
25130,35,49920,12,2,1,1,1,1,1,0,1
51011,55,74688,13,4,1,1,0,1,1,1,1
4850,35,26241,12,1,0,0,0,1,1,0,1
-8860,38,50070,14,5,1,1,0,0,1,1,1
5000,28,68142,16,3,1,1,0,0,1,0,1
-13201,27,54708,18,2,1,1,1,0,0,1,1
6227,52,30150,8,2,1,1,1,0,1,1,1
141300,53,139938,18,4,1,1,0,1,1,1,1
10074,50,63846,17,5,1,1,1,0,1,1,1
60,63,22299,12,3,0,0,1,0,1,1,1
600,25,25200,12,4,1,1,0,0,1,1,1
114000,44,48966,12,4,1,1,0,1,1,1,1
3710,42,24237,12,1,0,0,0,0,0,1,1
36800,48,68673,12,3,1,1,1,0,1,1,1
7955,55,20760,12,1,0,0,1,0,0,0,1
9614,43,45384,12,4,1,1,1,0,0,1,1
30900,26,36459,14,4,1,1,0,0,0,1,1
17499,54,21300,12,1,0,0,1,0,1,0,1
11000,38,60225,12,4,1,1,0,0,1,0,1
-5200,50,23136,12,1,0,0,1,0,0,0,1
2547,37,57234,12,3,1,1,1,0,1,1,1
5500,29,36000,16,1,0,0,0,1,0,1,1
1380,41,42213,9,5,1,0,0,1,1,1,1
15100,40,74220,12,5,1,1,0,0,1,1,1
35050,37,17286,16,3,0,0,0,0,1,0,1
-50,27,38322,12,3,1,1,1,0,1,1,1
14500,39,21576,18,1,0,0,1,1,1,1,1
52624,55,53454,13,2,1,1,1,1,1,0,1
33910,42,82035,12,5,1,1,0,0,0,1,1
14000,36,104661,16,3,1,1,0,1,1,1,1
4015,60,29148,13,3,1,1,0,0,1,1,1
-10115,34,49200,12,3,1,1,0,0,1,1,1
15900,41,52845,14,2,1,1,0,0,1,1,1
132800,60,49944,16,1,0,0,1,1,0,1,1
44600,46,24906,17,1,0,0,1,0,1,1,1
12230,33,63360,18,5,1,1,0,0,1,1,1
9000,33,58572,12,4,1,1,1,0,1,1,1
13705,33,43200,14,3,1,1,0,0,1,1,1
17147,46,41580,16,2,0,0,1,1,0,1,1
5800,39,50400,18,2,0,0,0,0,0,1,1
44310,53,16002,13,1,0,0,0,0,0,1,1
40527,29,61161,14,1,0,0,1,0,1,1,1
13100,39,64359,16,4,1,1,0,0,1,1,1
21589,59,25560,12,1,0,0,0,0,1,1,1
-7500,34,13101,12,1,0,0,1,0,0,0,1
-9705,35,59187,13,3,1,1,0,0,1,1,1
120700,54,31896,17,1,0,0,0,0,1,1,1
81500,61,51288,12,2,1,0,0,1,1,1,1
-7610,29,43521,13,3,1,1,0,0,1,1,1
2200,27,29760,16,4,1,1,0,0,0,1,1
42114,41,58368,17,5,1,1,1,1,1,0,1
-5000,50,12240,12,2,0,0,0,0,1,1,1
2100,26,16203,14,1,0,0,1,0,0,0,1
227000,35,135300,17,3,1,1,0,1,1,1,1
-541,26,13275,13,3,1,1,0,0,0,1,1
65000,64,39537,10,2,1,0,1,0,1,1,1
-14800,56,72129,18,4,1,1,1,0,1,0,1
27240,45,46521,14,1,0,0,1,1,0,1,1
99329,58,89988,16,2,1,1,1,1,1,1,1
62707,45,55446,14,4,1,1,0,0,1,1,1
6000,37,18030,12,1,1,0,1,0,0,1,1
-250,40,35064,12,5,1,1,1,0,1,0,1
-6400,38,47784,11,4,1,1,1,0,1,0,1
13840,39,64797,12,6,1,1,1,0,1,1,1
-105,35,86811,14,4,1,1,0,0,1,1,1
835,47,41361,13,2,1,1,0,0,0,1,1
11509,29,44805,14,3,1,1,0,1,1,1,1
15630,48,121701,15,2,1,1,1,0,1,0,1
-200,28,23316,18,1,0,0,1,0,1,0,1
-5500,26,18666,12,3,1,1,0,0,0,1,1
80060,42,71478,16,1,0,0,1,1,1,1,1
22772,53,55725,12,2,1,1,0,0,1,1,1
5300,58,38979,12,2,1,1,0,0,1,0,1
124100,35,32874,16,1,0,0,0,0,1,1,1
4626,39,12444,12,2,1,0,0,1,0,1,1
45,29,14400,11,4,1,0,0,0,0,0,1
10708,29,73650,14,2,1,1,0,0,1,1,1
-3200,44,35652,18,2,0,0,1,0,1,0,1
41400,44,73560,12,4,1,1,1,0,1,0,1
8420,41,57252,12,4,1,1,0,0,1,1,1
35077,35,69789,14,3,1,1,1,0,1,1,1
18000,50,20373,13,2,0,0,1,0,1,1,1
-8219,43,48426,8,3,1,1,0,0,1,0,1
950,30,27927,12,4,1,1,0,0,0,1,1
108600,43,47796,11,4,1,0,0,1,1,1,1
7640,25,14028,12,2,1,1,0,1,0,1,1
1500,25,30960,12,1,0,0,0,0,0,0,1
-16200,29,17880,16,2,1,1,0,0,0,0,1
36500,34,69942,16,3,1,1,1,0,1,1,1
-5300,42,21612,12,2,0,0,1,0,0,0,1
23198,38,55992,14,5,1,1,0,1,1,0,1
16050,51,42606,11,2,1,1,1,0,1,1,1
-758,49,37833,12,3,1,1,1,0,1,1,1
-1801,28,20100,12,1,0,0,1,0,0,0,1
58249,27,45963,13,2,1,1,0,0,1,1,1
27650,34,20370,15,3,0,0,1,0,1,0,1
2000,28,47790,13,3,1,1,0,0,1,0,1
27407,54,39888,18,1,0,0,1,1,1,1,1
6000,46,52365,12,2,1,1,0,0,1,0,1
-2050,48,21969,14,1,0,0,1,0,1,0,1
6400,50,50013,12,2,1,1,1,1,1,1,1
12600,39,31530,16,1,0,0,0,0,1,1,1
-6190,49,31176,12,1,0,0,1,0,1,0,1
-1720,42,41607,16,3,1,1,1,1,1,1,1
37292,53,80676,12,2,1,0,0,1,1,1,1
28000,36,67800,17,2,1,1,0,0,1,0,1
1334,54,69282,18,2,1,1,1,0,1,1,1
10269,35,29427,12,1,0,0,1,0,0,1,1
18450,46,70815,14,4,1,1,1,1,1,0,1
3306,28,42411,12,2,0,0,0,0,1,1,1
19700,56,32520,2,3,1,1,0,1,1,1,1
38800,47,45870,14,2,1,1,0,1,1,1,1
-11010,25,34200,13,3,1,1,0,0,1,1,1
106825,42,113076,17,4,1,0,0,1,1,1,1
35860,36,48135,16,4,1,0,0,0,1,1,1
1300,37,6168,12,5,0,0,0,0,1,1,1
124600,53,73278,14,2,1,0,0,1,1,1,1
500,56,11490,13,2,0,0,0,0,1,0,1
22500,50,58896,16,3,0,0,1,1,1,0,1
-30000,30,33270,17,3,1,1,0,0,1,0,1
4700,30,44352,13,4,1,1,0,1,1,0,1
3880,26,34518,12,3,1,1,0,0,1,1,1
37800,57,11520,14,3,0,0,1,1,1,1,1
1000,38,20163,15,1,0,0,1,0,0,0,1
45500,33,46035,18,1,0,0,0,0,1,1,1
-2801,36,33270,10,8,1,0,0,0,1,0,1
65398,60,33663,12,2,1,1,1,1,1,1,1
17080,32,77430,12,4,1,1,0,1,1,1,1
-2800,34,44043,17,4,1,1,0,0,1,0,1
37100,38,27060,13,3,0,0,1,0,1,1,1
-50,52,14805,12,1,0,0,1,0,1,0,1
14740,39,44880,12,4,1,1,1,0,1,1,1
15000,37,94980,15,2,1,1,0,0,1,1,1
14120,56,74385,12,3,1,1,1,1,1,1,1
11760,27,26523,16,3,1,0,0,1,1,0,1
-1430,27,12789,16,2,0,0,1,0,1,0,1
-5900,47,40800,12,1,0,0,0,0,0,0,1
-5075,52,31998,12,2,1,1,1,0,0,0,1
3675,28,24348,12,3,0,0,1,1,0,1,1
-3600,54,29370,8,4,1,0,0,0,1,0,1
15399,29,40776,16,4,1,1,0,0,1,1,1
-4735,25,22104,14,1,0,0,0,0,0,0,1
66300,42,43032,13,1,0,0,0,1,0,1,1
10800,36,110985,16,4,1,1,0,0,1,1,1
900,39,9600,10,3,0,0,1,0,1,1,1
13600,62,90726,14,2,1,1,1,1,1,1,1
34850,44,66381,12,3,1,1,0,0,1,0,1
56560,39,49689,12,4,1,0,0,0,1,1,1
1249,58,15207,8,1,0,0,1,0,1,0,1
-12000,37,49200,18,4,1,1,0,0,1,0,1
-3800,30,62700,18,4,1,1,1,0,1,0,1
21349,54,53184,12,2,1,1,1,0,1,1,1
74600,38,51528,18,6,1,1,1,0,1,1,1
-3100,29,25908,13,3,1,0,0,0,1,0,1
13999,31,40200,12,3,1,1,0,0,1,1,1
-148500,29,18150,12,2,1,0,0,0,0,1,1
1000,38,99789,15,4,1,1,0,0,1,0,1
42711,38,54081,12,4,1,0,0,1,1,1,1
74700,60,42432,12,3,0,0,1,1,1,1,1
110350,50,99084,14,2,1,1,1,1,1,1,1
27500,59,68790,16,5,1,1,1,1,1,1,1
-15720,27,30000,18,1,0,0,0,0,0,1,1
-11400,33,34671,16,1,0,0,0,0,0,1,1
13515,52,41184,10,2,1,1,1,1,1,1,1
-4245,26,33363,12,4,1,1,0,0,1,1,1
8850,52,30102,16,3,1,1,1,0,1,1,1
61698,49,67764,12,3,1,0,0,1,1,1,1
81348,34,88770,16,4,1,1,1,0,1,1,1
35400,39,36930,14,3,0,0,0,0,0,1,1
102619,43,54150,14,3,1,1,0,1,1,1,1
7100,41,72600,17,4,1,1,1,0,1,1,1
8814,25,36531,17,1,0,0,1,0,0,1,1
278303,40,104502,16,5,1,0,0,1,1,1,1
29500,31,62640,16,2,1,1,0,1,1,0,1
74289,36,85689,13,2,1,1,1,1,1,0,1
57775,36,69003,16,4,1,1,1,0,1,1,1
112361,48,68538,16,1,0,0,1,0,1,1,1
23380,33,45201,17,4,1,1,0,0,1,1,1
-3675,46,44553,13,2,1,1,1,0,1,1,1
12150,32,43620,14,3,1,0,0,0,1,1,1
55800,30,78174,18,3,1,1,1,1,1,1,1
200,42,28245,18,2,1,1,1,0,0,0,1
-2055,26,17619,14,1,0,0,1,0,0,1,1
