"gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id"
"male","cauc",1978 Q4,"2nd","regular+aide",611,557,"free","rural","bachelor","level1",14,"cauc","41","79","171415"
"male","afam",1979 Q1,"2nd","regular+aide",535,531,"free","rural","master","level1",29,"cauc","24","56","171505"
"female","cauc",1980 Q1,"2nd","small",608,574,"non-free","rural","bachelor","apprentice",5,"afam","34","68","171552"
"male","cauc",1980 Q3,"2nd","small",659,639,"non-free","rural","bachelor","level1",16,"cauc","3","3","171578"
"female","cauc",1980 Q1,"2nd","small",650,615,"non-free","rural","bachelor","level1",18,"cauc","41","79","171601"
"female","cauc",1979 Q1,"2nd","regular+aide",523,528,"free","urban","master","level1",20,"cauc","27","60","171615"
"female","cauc",1979 Q4,"2nd","regular",637,607,"non-free","rural","master","level1",17,"cauc","41","79","171639"
"female","cauc",1980 Q3,"2nd","small",604,603,"non-free","rural","bachelor","level1",10,"cauc","21","50","171673"
"female","cauc",1979 Q2,"2nd","small",586,568,"non-free","urban","master","level1",22,"cauc","7","10","171692"
"female","afam",1980 Q4,"2nd","small",533,540,"free","suburban","bachelor","level1",23,"cauc","11","17","171720"
"male","cauc",1980 Q2,"2nd","regular",575,561,"non-free","rural","bachelor","probation",0,"cauc","30","63","171758"
"male","afam",1979 Q4,"2nd","regular+aide",569,574,"free","inner-city","master","notladder",13,"cauc","11","28","171768"
"female","cauc",1979 Q2,"2nd","regular",582,587,"free","rural","bachelor","level1",31,"cauc","35","69","171820"
"female","cauc",1980 Q3,"2nd","regular",582,574,"free","rural","bachelor","level1",19,"cauc","37","73","171849"
"male","cauc",1980 Q1,"2nd","regular+aide",579,590,"non-free","rural","bachelor","level1",7,"cauc","21","49","171872"
"male","cauc",1980 Q3,"2nd","regular",622,648,"non-free","rural","master","level1",19,"cauc","31","64","171882"
"female","cauc",1980 Q2,"2nd","small",602,584,"free","rural","bachelor","level1",11,"cauc","31","65","171900"
"male","afam",1980 Q3,"2nd","regular",523,505,"free","inner-city","bachelor","apprentice",1,"cauc","11","30","171915"
"male","cauc",1979 Q4,"2nd","regular",643,599,"non-free","rural","bachelor","level1",15,"cauc","5","7","171975"
"female","cauc",1980 Q1,"2nd","small",571,582,"non-free","urban","master","level1",9,"afam","26","59","172001"
"female","cauc",1978 Q3,"2nd","regular+aide",577,574,"non-free","rural","bachelor","level1",16,"cauc","40","77","172043"
"female","cauc",1980 Q1,"2nd","regular+aide",650,620,"non-free","rural","bachelor","level1",8,"cauc","35","69","172063"
"female","cauc",1979 Q4,"2nd","regular+aide",573,556,"non-free","suburban","bachelor","probation",1,"cauc","25","58","172071"
"female","afam",1980 Q2,"2nd","regular",503,495,"free","inner-city","bachelor","level1",30,"afam","11","32","172094"
"female","cauc",1980 Q2,"2nd","regular+aide",631,574,"non-free","rural","bachelor","level1",16,"cauc","40","77","172173"
"female","cauc",1980 Q1,"2nd","regular+aide",622,582,"non-free","rural","bachelor","notladder",5,"cauc","3","3","172224"
"female","afam",1980 Q3,"2nd","regular",588,556,"free","suburban","master","level1",13,"cauc","11","23","172233"
"male","cauc",1980 Q3,"2nd","regular",643,579,"non-free","rural","master","level2",13,"cauc","23","55","172249"
"female","cauc",1980 Q2,"2nd","small",593,599,"non-free","rural","bachelor","level1",10,"cauc","3","3","172286"
"male","asian",1980 Q2,"2nd","regular+aide",582,579,"non-free","rural","master","level1",4,"cauc","31","64","172302"
"male","afam",1980 Q3,"2nd","regular",611,626,"free","inner-city","bachelor","level1",4,"cauc","11","19","172362"
"male","afam",1980 Q3,"2nd","regular+aide",508,514,"free","suburban","master","level1",8,"cauc","18","44","172410"
"female","afam",1980 Q3,"2nd","small",566,577,"free","inner-city","master","level1",26,"afam","11","33","172458"
"female","cauc",1980 Q3,"2nd","small",611,620,"non-free","urban","master","level1",12,"cauc","26","59","172475"
"male","afam",1978 Q4,"2nd","regular+aide",586,579,"free","inner-city","master","level1",32,"afam","11","30","172502"
"male","cauc",1980 Q1,"2nd","regular",627,568,"free","rural","bachelor","probation",0,"cauc","30","63","172544"
"female","afam",1980 Q3,"2nd","small",539,500,"non-free","rural","master","level1",14,"cauc","23","55","172554"
"male","afam",1979 Q3,"2nd","small",505,543,"free","inner-city","master","level1",13,"afam","11","29","172569"
"male","afam",1979 Q2,"2nd","regular",549,574,"free","inner-city","bachelor","notladder",32,"afam","11","31","172604"
"male","afam",1980 Q4,"2nd","small",541,550,"free","suburban","bachelor","level1",4,"cauc","11","20","172615"
"female","cauc",1980 Q3,"2nd","small",631,639,"non-free","rural","bachelor","level1",20,"cauc","6","8","172635"
"male","afam",1979 Q4,"2nd","regular",549,548,"free","inner-city","bachelor","level1",7,"afam","11","22","172710"
"female","cauc",1980 Q1,"2nd","regular+aide",611,568,"free","rural","master","level1",14,"cauc","32","66","172735"
"male","cauc",1980 Q2,"2nd","regular",593,579,"non-free","rural","bachelor","level1",20,"cauc","40","77","172765"
"female","cauc",1980 Q3,"2nd","regular+aide",627,626,"free","rural","bachelor","notladder",4,"afam","8","11","172795"
"female","afam",1979 Q4,"2nd","regular+aide",552,552,"free","rural","bachelor","apprentice",2,"cauc","12","35","172807"
"female","afam",1980 Q1,"2nd","regular+aide",547,570,"free","inner-city","bachelor","apprentice",1,"cauc","18","45","172848"
"male","cauc",1979 Q3,"2nd","small",533,502,"free","rural","master","level1",4,"cauc","5","7","172873"
"female","afam",1979 Q1,"2nd","regular",547,541,"free","suburban","master","level1",17,"afam","22","51","172913"
"male","cauc",1979 Q4,"2nd","small",631,639,"non-free","rural","bachelor","apprentice",1,"cauc","32","66","172918"
"female","afam",1980 Q1,"2nd","regular",608,554,"free","rural","bachelor","level1",19,"cauc","37","73","172961"
"male","afam",1979 Q1,"2nd","regular+aide",517,596,"free","inner-city","bachelor","apprentice",1,"cauc","18","45","172977"
"male","cauc",1979 Q3,"2nd","regular",562,543,"non-free","rural","bachelor","level1",9,"cauc","4","5","172985"
"female","afam",1979 Q4,"2nd","regular+aide",627,620,"free","rural","master","level1",21,"afam","38","74","173015"
"female","afam",1980 Q1,"2nd","regular",591,520,"free","suburban","bachelor","notladder",12,"cauc","11","17","173055"
"male","cauc",1979 Q2,"2nd","regular+aide",584,596,"free","rural","bachelor","level1",8,"cauc","30","63","173070"
"female","afam",1980 Q3,"2nd","regular+aide",582,550,"free","inner-city","master","level1",5,"cauc","11","16","173099"
"female","afam",1980 Q3,"2nd","small",608,607,"non-free","inner-city","bachelor","probation",0,"cauc","22","53","173113"
"male","cauc",1979 Q4,"2nd","small",596,603,"non-free","rural","master","level1",14,"cauc","36","72","173143"
"female","afam",1980 Q1,"2nd","regular",566,599,"non-free","suburban","master","level1",13,"cauc","11","23","173169"
"female","cauc",1980 Q2,"2nd","small",588,620,"non-free","suburban","bachelor","level1",33,"cauc","22","51","173182"
"female","afam",1980 Q2,"2nd","small",515,499,"free","suburban","bachelor","apprentice",2,"cauc","22","52","173261"
"female","cauc",1979 Q4,"2nd","small",669,699,"non-free","rural","phd","level3",12,"cauc","15","39","173302"
"female","cauc",1980 Q3,"2nd","small",627,615,"non-free","rural","bachelor","level1",20,"cauc","30","63","173339"
"female","afam",1979 Q4,"2nd","small",557,525,"non-free","suburban","bachelor","level1",33,"cauc","22","51","173400"
"female","cauc",1980 Q2,"2nd","regular",631,659,"non-free","rural","bachelor","notladder",10,"afam","36","72","173501"
"male","cauc",1980 Q1,"2nd","regular",643,620,"non-free","rural","bachelor","level1",15,"cauc","24","56","173520"
"male","cauc",1979 Q4,"2nd","small",618,607,"non-free","urban","master","level1",12,"cauc","26","59","173527"
"female","afam",1980 Q3,"2nd","regular+aide",562,531,"free","rural","bachelor","level1",23,"cauc","34","68","173563"
"male","cauc",1980 Q1,"2nd","regular",637,626,"non-free","rural","master","level1",19,"cauc","10","13","173601"
"male","cauc",1980 Q1,"2nd","regular+aide",573,582,"non-free","suburban","bachelor","level1",12,"cauc","12","36","173617"
"male","afam",1979 Q4,"2nd","regular+aide",577,674,"free","inner-city","master","level1",12,"cauc","11","29","173639"
"female","cauc",1979 Q4,"2nd","regular+aide",614,582,"non-free","rural","master","level1",15,"cauc","40","77","173654"
"female","cauc",1980 Q2,"2nd","regular+aide",684,648,"non-free","rural","master","level1",20,"cauc","12","34","173693"
"male","cauc",1980 Q2,"2nd","regular+aide",582,574,"free","rural","bachelor","level1",22,"cauc","15","39","173773"
"female","afam",1980 Q3,"2nd","regular+aide",555,552,"non-free","suburban","bachelor","level1",10,"afam","11","21","173785"
"male","cauc",1979 Q2,"2nd","regular+aide",586,611,"free","rural","master","level1",6,"cauc","42","80","173821"
"female","cauc",1980 Q2,"2nd","small",582,590,"non-free","rural","bachelor","level1",18,"cauc","30","63","173838"
"female","cauc",1980 Q2,"2nd","regular",611,590,"non-free","urban","bachelor","apprentice",1,"cauc","26","59","173933"
"male","cauc",1979 Q4,"2nd","regular",564,561,"non-free","suburban","master","level1",19,"afam","18","46","173944"
"male","cauc",1979 Q4,"2nd","regular+aide",550,565,"non-free","rural","master","notladder",20,"cauc","38","74","173960"
"female","afam",1979 Q4,"2nd","small",526,541,"free","suburban","bachelor","level1",27,"afam","22","52","173974"
"female","afam",1980 Q3,"2nd","regular+aide",573,546,"free","inner-city","master","level1",9,"afam","11","22","173994"
"male","cauc",1980 Q2,"2nd","small",596,659,"non-free","suburban","bachelor","level1",5,"cauc","18","43","174028"
"female","afam",1980 Q3,"2nd","regular+aide",608,563,"free","inner-city","bachelor","level1",14,"cauc","11","32","174042"
"male","afam",1979 Q3,"2nd","regular",529,574,"non-free","inner-city","master","level1",9,"cauc","11","29","174057"
"female","cauc",1980 Q2,"2nd","small",555,590,"free","rural","master","notladder",29,"afam","24","56","174077"
"female","cauc",1979 Q4,"2nd","small",637,584,"free","rural","bachelor","level1",10,"cauc","36","72","174102"
"male","cauc",1979 Q4,"2nd","regular+aide",604,584,"non-free","rural","bachelor","apprentice",2,"cauc","12","35","174120"
"female","cauc",1980 Q3,"2nd","regular+aide",709,648,"non-free","rural","bachelor","level1",16,"cauc","40","77","174137"
"female","afam",1979 Q4,"2nd","regular+aide",593,535,"free","suburban","bachelor","level1",5,"afam","11","23","174152"
"male","afam",1980 Q3,"2nd","regular+aide",529,514,"free","suburban","bachelor","notladder",7,"cauc","18","44","174170"
"male","cauc",1979 Q2,"2nd","regular+aide",526,517,"free","rural","master","level1",13,"afam","4","5","174237"
"male","cauc",1979 Q4,"2nd","small",614,639,"non-free","rural","bachelor","level1",5,"cauc","39","75","174280"
"male","cauc",1980 Q3,"2nd","small",536,557,"non-free","urban","master","level1",22,"cauc","7","10","174298"
"male","afam",1979 Q3,"2nd","small",539,535,"free","suburban","bachelor","level1",23,"cauc","11","17","174315"
"female","afam",1980 Q3,"2nd","small",602,561,"non-free","suburban","bachelor","level1",4,"cauc","11","25","174329"
"male","afam",1980 Q3,"2nd","regular",569,584,"free","suburban","bachelor","level3",22,"cauc","11","23","174379"
"male","afam",1980 Q2,"2nd","regular",509,563,"free","inner-city","bachelor","apprentice",1,"cauc","18","45","174396"
"male","cauc",1980 Q3,"2nd","regular",602,596,"non-free","suburban","bachelor","level1",17,"cauc","22","51","174426"
"male","afam",1980 Q2,"2nd","regular+aide",559,538,"free","inner-city","master","level1",25,"afam","11","15","174460"
"female","afam",1980 Q3,"2nd","regular",575,540,"non-free","suburban","bachelor","level1",9,"cauc","22","52","174521"
"male","afam",1980 Q3,"2nd","small",650,632,"free","suburban","master","level1",11,"cauc","11","25","174539"
"female","cauc",1980 Q1,"2nd","regular+aide",643,626,"non-free","suburban","master","level1",12,"cauc","28","61","174577"
"male","afam",1980 Q1,"2nd","regular+aide",588,550,"non-free","suburban","bachelor","level1",28,"afam","11","24","174609"
"female","afam",1980 Q1,"2nd","regular+aide",643,620,"non-free","urban","master","level1",18,"cauc","7","10","174641"
"female","cauc",1979 Q4,"2nd","regular+aide",500,550,"free","suburban","bachelor","notladder",7,"cauc","18","44","174664"
"male","cauc",1980 Q1,"2nd","small",669,615,"free","rural","bachelor","level1",9,"cauc","19","47","174688"
"male","cauc",1979 Q4,"2nd","small",588,721,"free","suburban","bachelor","level1",10,"cauc","18","43","174743"
"female","afam",1979 Q4,"2nd","regular+aide",591,584,"free","inner-city","bachelor","notladder",0,"cauc","11","31","174774"
"female","cauc",1979 Q3,"2nd","small",582,648,"non-free","urban","master","level1",22,"cauc","7","10","174793"
"male","cauc",1980 Q4,"2nd","regular+aide",669,632,"non-free","rural","master","level1",14,"cauc","32","66","174808"
"male","cauc",1980 Q3,"2nd","regular",604,615,"non-free","rural","bachelor","apprentice",2,"cauc","32","66","174843"
"female","cauc",1979 Q4,"2nd","small",554,561,"free","suburban","bachelor","apprentice",1,"cauc","22","54","174855"
"male","afam",1980 Q3,"2nd","small",554,523,"free","suburban","master","level1",11,"cauc","11","25","174873"
"female","cauc",1979 Q1,"2nd","regular",549,572,"non-free","suburban","bachelor","level1",8,"cauc","22","51","174913"
"male","cauc",1980 Q2,"2nd","small",622,632,"non-free","rural","bachelor","level1",32,"cauc","31","64","174941"
"male","afam",1980 Q3,"2nd","regular",538,538,"free","suburban","bachelor","level1",2,"afam","11","23","175002"
"male","afam",1980 Q2,"2nd","regular+aide",552,552,"free","inner-city","bachelor","level1",14,"cauc","11","32","175036"
"male","cauc",1980 Q2,"2nd","regular+aide",544,582,"free","rural","bachelor","level1",31,"afam","5","7","175052"
"female","cauc",1979 Q4,"2nd","regular+aide",643,607,"non-free","suburban","master","level1",12,"cauc","28","61","175063"
"female","cauc",1979 Q4,"2nd","small",557,626,"free","suburban","bachelor","level1",15,"cauc","18","46","175110"
"female","afam",1979 Q2,"2nd","regular+aide",571,546,"free","suburban","master","level1",12,"cauc","28","61","175132"
"female","cauc",1979 Q4,"2nd","small",586,590,"free","rural","bachelor","probation",0,"cauc","31","65","175159"
"male","cauc",1979 Q3,"2nd","regular+aide",627,565,"non-free","suburban","master","level1",12,"cauc","28","61","175179"
"male","cauc",1979 Q4,"2nd","small",631,620,"non-free","rural","bachelor","apprentice",0,"cauc","40","77","175191"
"male","cauc",1980 Q1,"2nd","small",593,611,"non-free","rural","bachelor","level1",5,"cauc","39","75","175263"
"male","cauc",1980 Q2,"2nd","regular+aide",631,620,"free","rural","master","level1",8,"cauc","36","72","175293"
"male","cauc",1979 Q4,"2nd","regular+aide",614,626,"non-free","rural","bachelor","level1",9,"cauc","21","50","175319"
"female","cauc",1979 Q4,"2nd","regular",637,639,"non-free","rural","bachelor","apprentice",1,"cauc","33","67","175398"
"male","afam",1978 Q4,"2nd","small",536,550,"free","inner-city","master","level1",12,"afam","11","15","175415"
"male","afam",1979 Q2,"2nd","small",518,500,"free","rural","bachelor","level1",18,"cauc","30","63","175437"
"male","cauc",1978 Q4,"2nd","regular",577,579,"free","urban","master","level1",8,"cauc","2","2","175542"
"female","cauc",1980 Q1,"2nd","regular+aide",496,561,"free","suburban","bachelor","level1",25,"cauc","18","46","175617"
"female","cauc",1979 Q4,"2nd","regular",622,615,"non-free","rural","bachelor","level3",14,"cauc","14","38","175638"
"male","afam",1979 Q3,"2nd","small",596,572,"non-free","rural","master","notladder",29,"afam","24","56","175689"
"male","cauc",1978 Q4,"2nd","regular+aide",588,648,"free","rural","bachelor","level1",9,"cauc","21","50","175703"
"female","cauc",1980 Q2,"2nd","regular",631,587,"non-free","rural","bachelor","level1",18,"cauc","5","7","175724"
"female","cauc",1979 Q4,"2nd","regular+aide",631,615,"free","rural","master","notladder",20,"cauc","38","74","175735"
"female","cauc",1980 Q1,"2nd","small",568,556,"non-free","rural","specialist","level3",17,"cauc","39","75","175761"
"female","cauc",1980 Q2,"2nd","small",650,626,"non-free","rural","bachelor","level1",21,"cauc","12","35","175773"
"male","cauc",1980 Q3,"2nd","regular+aide",596,615,"non-free","rural","bachelor","level1",19,"cauc","31","65","175851"
"female","afam",1980 Q3,"2nd","small",554,525,"free","inner-city","master","level1",33,"afam","11","19","175930"
"male","afam",1979 Q2,"2nd","small",539,541,"free","inner-city","bachelor","apprentice",1,"cauc","22","53","175948"
"female","afam",1979 Q1,"2nd","small",539,514,"free","inner-city","bachelor","notladder",2,"cauc","11","30","175968"
"male","afam",1980 Q1,"2nd","small",637,674,"free","inner-city","master","level1",13,"afam","11","29","175999"
"female","afam",1980 Q1,"2nd","small",659,674,"non-free","suburban","bachelor","notladder",28,"cauc","11","23","176049"
"male","cauc",1980 Q2,"2nd","regular+aide",545,574,"free","rural","master","probation",13,"cauc","36","72","176076"
"female","cauc",1980 Q3,"2nd","small",614,563,"free","rural","master","level1",8,"cauc","14","38","176091"
"male","cauc",1980 Q2,"2nd","regular",564,574,"free","rural","master","level1",17,"cauc","41","79","176125"
"male","cauc",1980 Q1,"2nd","regular+aide",569,579,"non-free","suburban","bachelor","level1",12,"cauc","12","36","176145"
"male","afam",1977 Q4,"2nd","regular+aide",538,512,"free","inner-city","bachelor","level1",14,"cauc","11","32","176167"
"female","cauc",1980 Q3,"2nd","small",559,548,"free","rural","master","level1",14,"cauc","23","55","176187"
"female","cauc",1980 Q1,"2nd","regular",569,536,"non-free","suburban","bachelor","level1",23,"cauc","12","36","176207"
"male","afam",1979 Q1,"2nd","regular",526,512,"free","suburban","bachelor","level1",14,"cauc","22","54","176272"
"female","asian",1980 Q2,"2nd","regular+aide",618,599,"free","rural","master","probation",13,"cauc","36","72","176285"
"female","cauc",1980 Q1,"2nd","regular",618,582,"free","suburban","master","level1",31,"cauc","22","51","176353"
"female","afam",1979 Q1,"2nd","small",566,574,"free","inner-city","master","level1",33,"afam","11","19","176401"
"male","cauc",1980 Q1,"2nd","small",591,607,"non-free","urban","bachelor","level1",22,"cauc","6","9","176415"
"male","afam",1980 Q3,"2nd","regular+aide",549,512,"free","suburban","master","level1",18,"cauc","11","25","176475"
"male","afam",1979 Q4,"2nd","regular+aide",573,557,"free","inner-city","bachelor","level1",14,"cauc","11","32","176488"
"female","cauc",1980 Q2,"2nd","regular+aide",614,587,"non-free","rural","bachelor","level1",33,"cauc","39","75","176508"
"male","cauc",1979 Q4,"2nd","regular",614,563,"non-free","suburban","bachelor","apprentice",4,"cauc","28","61","176519"
"male","afam",1980 Q1,"2nd","small",557,563,"non-free","inner-city","bachelor","notladder",19,"cauc","11","14","176560"
"male","cauc",1978 Q3,"2nd","small",518,523,"free","inner-city","bachelor","apprentice",1,"cauc","22","53","176571"
"male","afam",1980 Q1,"2nd","small",591,543,"free","inner-city","bachelor","notladder",2,"afam","11","22","176624"
"male","afam",1980 Q3,"2nd","regular",599,577,"free","inner-city","master","probation",0,"afam","11","33","176635"
"male","cauc",1979 Q4,"2nd","small",599,615,"non-free","rural","master","notladder",29,"afam","24","56","176648"
"female","afam",1980 Q3,"2nd","regular+aide",562,603,"free","inner-city","master","level1",12,"cauc","11","29","176681"
"female","afam",1978 Q3,"2nd","regular",569,550,"free","rural","bachelor","level1",15,"cauc","24","56","176699"
"female","cauc",1979 Q4,"2nd","regular",611,599,"free","rural","bachelor","probation",0,"cauc","30","63","176775"
"male","cauc",1980 Q3,"2nd","regular+aide",627,590,"non-free","suburban","master","level1",9,"cauc","25","58","176795"
"male","afam",1979 Q4,"2nd","regular",562,556,"free","inner-city","master","level1",9,"cauc","11","16","176887"
"female","afam",1980 Q1,"2nd","regular",559,593,"free","suburban","bachelor","level1",14,"cauc","22","54","176927"
"female","cauc",1980 Q3,"2nd","small",562,545,"non-free","suburban","bachelor","level1",25,"afam","11","21","176937"
"female","afam",1979 Q3,"2nd","regular+aide",550,579,"non-free","rural","master","level1",29,"cauc","24","56","176969"
"male","cauc",1980 Q1,"2nd","regular",643,626,"non-free","rural","bachelor","level1",25,"cauc","8","11","177023"
"male","cauc",1980 Q1,"2nd","small",575,607,"free","rural","bachelor","level1",25,"cauc","33","67","177055"
"female","cauc",1978 Q3,"2nd","regular",502,541,"free","suburban","master","level1",19,"afam","18","46","177067"
"male","afam",1980 Q1,"2nd","regular",582,587,"free","rural","bachelor","level1",15,"cauc","24","56","177105"
"female","afam",1979 Q1,"2nd","regular",521,492,"free","suburban","bachelor","level1",9,"cauc","22","52","177136"
"female","cauc",1980 Q3,"2nd","regular+aide",669,659,"free","rural","master","level1",8,"cauc","36","72","177194"
"male","afam",1980 Q4,"2nd","regular",550,593,"non-free","inner-city","bachelor","level1",4,"afam","11","27","177286"
"female","cauc",1980 Q2,"2nd","regular+aide",631,599,"free","rural","bachelor","probation",3,"cauc","16","40","177309"
"male","afam",1980 Q1,"2nd","regular+aide",569,587,"free","suburban","master","level1",21,"cauc","22","51","177329"
"male","cauc",1980 Q3,"2nd","regular+aide",582,570,"non-free","rural","bachelor","level1",31,"afam","5","7","177337"
"male","cauc",1979 Q3,"2nd","regular+aide",550,556,"free","rural","bachelor","probation",3,"cauc","16","40","177355"
"male","afam",1980 Q1,"2nd","regular",568,565,"non-free","suburban","bachelor","level3",22,"cauc","11","23","177376"
"female","cauc",1980 Q2,"2nd","regular",552,565,"non-free","rural","master","level2",13,"cauc","23","55","177389"
"female","cauc",1979 Q4,"2nd","small",591,596,"non-free","rural","bachelor","level1",10,"cauc","21","50","177399"
"male","cauc",1980 Q3,"2nd","regular+aide",604,577,"non-free","rural","bachelor","apprentice",2,"cauc","12","35","177419"
"male","cauc",1979 Q1,"2nd","regular+aide",547,577,"non-free","rural","bachelor","apprentice",2,"cauc","37","73","177441"
"male","cauc",1978 Q4,"2nd","regular+aide",637,556,"free","rural","master","level1",15,"cauc","40","77","177494"
"male","afam",1980 Q1,"2nd","regular",547,543,"free","inner-city","bachelor","notladder",32,"afam","11","31","177535"
"female","afam",1980 Q2,"2nd","small",541,554,"free","rural","bachelor","level1",10,"cauc","21","50","177549"
"male","cauc",1979 Q4,"2nd","small",622,615,"free","rural","bachelor","probation",0,"cauc","9","12","177574"
"male","afam",1979 Q4,"2nd","regular+aide",545,530,"free","inner-city","master","level1",25,"afam","11","15","177607"
"male","afam",1979 Q2,"2nd","regular+aide",557,556,"free","rural","bachelor","level1",8,"cauc","5","7","177629"
"female","cauc",1980 Q3,"2nd","small",593,582,"non-free","rural","bachelor","apprentice",3,"cauc","30","63","177642"
"male","cauc",1980 Q2,"2nd","regular",521,570,"non-free","rural","bachelor","apprentice",1,"cauc","33","67","177676"
"male","afam",1980 Q3,"2nd","regular",526,559,"free","inner-city","bachelor","level1",7,"afam","11","22","177723"
"female","afam",1980 Q3,"2nd","small",542,512,"free","suburban","bachelor","level1",27,"afam","22","52","177770"
"male","afam",1980 Q2,"2nd","regular+aide",608,577,"non-free","suburban","bachelor","level1",4,"afam","11","20","177821"
"male","cauc",1980 Q2,"2nd","small",618,648,"non-free","rural","bachelor","level1",20,"cauc","30","63","177836"
"male","cauc",1979 Q3,"2nd","regular",571,648,"non-free","rural","bachelor","probation",0,"cauc","30","63","177849"
"male","cauc",1980 Q2,"2nd","regular",544,570,"free","rural","master","level1",19,"cauc","10","13","177918"
"male","cauc",1980 Q2,"2nd","regular+aide",559,546,"non-free","rural","bachelor","level1",6,"afam","24","57","177965"
"male","cauc",1980 Q1,"2nd","small",591,590,"non-free","rural","bachelor","level1",32,"cauc","31","64","178000"
"male","afam",1979 Q3,"2nd","regular",552,538,"free","rural","bachelor","level1",15,"cauc","5","7","178041"
"male","cauc",1979 Q3,"2nd","regular",486,507,"free","rural","bachelor","level1",9,"cauc","4","5","178107"
"male","cauc",1979 Q3,"2nd","regular+aide",593,570,"non-free","rural","bachelor","level1",7,"cauc","21","49","178137"
"female","cauc",1980 Q1,"2nd","regular+aide",584,577,"free","rural","bachelor","level1",7,"cauc","21","49","178159"
"male","cauc",1980 Q2,"2nd","small",588,579,"free","rural","master","level1",8,"cauc","14","38","178174"
"male","afam",1979 Q2,"2nd","regular+aide",550,545,"free","inner-city","master","level1",5,"cauc","11","16","178189"
"female","cauc",1980 Q3,"2nd","regular",602,611,"non-free","suburban","bachelor","level1",14,"cauc","22","54","178217"
"female","cauc",1980 Q3,"2nd","regular+aide",566,525,"non-free","rural","master","level1",4,"cauc","31","64","178266"
"male","afam",1980 Q3,"2nd","regular",555,531,"free","inner-city","master","level1",10,"cauc","11","19","178281"
"female","cauc",1980 Q1,"2nd","regular+aide",588,596,"non-free","rural","master","level1",6,"cauc","42","80","178383"
"female","afam",1980 Q3,"2nd","small",545,541,"non-free","suburban","master","notladder",10,"afam","11","24","178394"
"male","afam",1979 Q1,"2nd","small",524,584,"free","rural","master","level1",4,"cauc","5","7","178448"
"male","cauc",1980 Q1,"2nd","regular+aide",591,584,"non-free","rural","bachelor","level1",13,"cauc","32","66","178463"
"female","afam",1979 Q3,"2nd","regular",559,517,"free","rural","bachelor","level1",15,"cauc","5","7","178489"
"female","afam",1980 Q2,"2nd","small",554,535,"free","suburban","bachelor","level1",8,"cauc","22","51","178509"
"female","afam",1979 Q3,"2nd","regular+aide",584,577,"free","inner-city","bachelor","level1",10,"afam","11","14","178619"
"male","cauc",1980 Q3,"2nd","regular+aide",643,639,"non-free","rural","bachelor","level1",22,"cauc","15","39","178666"
"female","cauc",1980 Q1,"2nd","regular+aide",618,615,"non-free","rural","master","notladder",20,"cauc","38","74","178719"
"female","cauc",1980 Q3,"2nd","small",650,639,"non-free","rural","bachelor","level1",13,"cauc","37","73","178731"
"male","cauc",1979 Q2,"2nd","regular",545,538,"free","rural","bachelor","level1",6,"cauc","40","77","178750"
"female","cauc",1979 Q4,"2nd","regular",627,626,"non-free","suburban","bachelor","probation",3,"cauc","25","58","178822"
"female","afam",1978 Q3,"2nd","regular",521,535,"free","suburban","bachelor","level1",8,"cauc","22","51","178857"
"female","afam",1979 Q3,"2nd","regular",539,546,"free","suburban","master","level1",31,"cauc","22","51","178874"
"female","cauc",1979 Q4,"2nd","regular",611,648,"free","rural","bachelor","level1",15,"cauc","24","56","178887"
"male","afam",1979 Q3,"2nd","regular+aide",505,512,"non-free","inner-city","master","level1",9,"afam","11","22","178922"
"male","cauc",1979 Q3,"2nd","regular+aide",575,620,"non-free","suburban","master","notladder",15,"cauc","17","41","178955"
"male","afam",1978 Q4,"2nd","regular+aide",527,494,"free","inner-city","master","level1",32,"afam","11","30","179046"
"female","afam",1979 Q1,"2nd","regular+aide",515,514,"free","suburban","master","level1",18,"afam","11","21","179088"
"male","cauc",1979 Q1,"2nd","regular+aide",562,559,"free","rural","bachelor","apprentice",2,"cauc","34","68","179105"
"male","afam",1979 Q2,"2nd","regular+aide",564,577,"free","inner-city","bachelor","level1",14,"cauc","11","32","179132"
"male","cauc",1979 Q4,"2nd","regular",596,632,"non-free","rural","bachelor","notladder",18,"cauc","41","78","179159"
"male","cauc",1978 Q1,"2nd","regular",508,568,"free","urban","master","level1",8,"cauc","2","2","179184"
"male","afam",1979 Q2,"2nd","regular",494,545,"free","inner-city","bachelor","apprentice",1,"cauc","18","45","179262"
"male","cauc",1980 Q1,"2nd","small",559,607,"free","rural","master","notladder",39,"cauc","24","56","179295"
"male","cauc",1980 Q1,"2nd","regular",684,648,"non-free","rural","bachelor","level1",13,"cauc","8","11","179360"
"female","cauc",1980 Q2,"2nd","regular",650,570,"non-free","rural","bachelor","level1",6,"cauc","40","77","179373"
"female","cauc",1979 Q4,"2nd","small",659,603,"non-free","rural","master","level1",8,"cauc","14","38","179430"
"male","cauc",1980 Q3,"2nd","regular",637,620,"free","rural","master","apprentice",1,"cauc","15","39","179466"
"male","cauc",1980 Q3,"2nd","small",593,611,"non-free","rural","bachelor","level1",18,"cauc","41","79","179531"
"female","cauc",1979 Q4,"2nd","small",732,632,"non-free","rural","master","notladder",39,"cauc","24","56","179575"
"female","cauc",1977 Q4,"2nd","regular",562,607,"free","rural","bachelor","level1",15,"cauc","5","7","179606"
